cell_type,cell_type_nt,cell_type_confidence,known_nt,known_nt_source,ito_lee_hemilineage,hartenstein_hemilineage,morphology_group,flow,cell_class,cell_sub_class,acetylcholine_fafb_n,acetylcholine_cell_type_fafb_confidence_sum,glutamate_fafb_n,glutamate_cell_type_fafb_confidence_sum,serotonin_fafb_n,dopamine_fafb_n,serotonin_cell_type_fafb_confidence_sum,dopamine_cell_type_fafb_confidence_sum,gaba_fafb_n,gaba_cell_type_fafb_confidence_sum,octopamine_fafb_n,octopamine_cell_type_fafb_confidence_sum,hemibrain_type,hemibrain_type_nt,hemibrain_type_confidence,acetylcholine_hemibrain_n,acetylcholine_cell_type_hemibrain_confidence_sum,glutamate_hemibrain_n,glutamate_cell_type_hemibrain_confidence_sum,dopamine_hemibrain_n,dopamine_cell_type_hemibrain_confidence_sum,serotonin_hemibrain_n,serotonin_cell_type_hemibrain_confidence_sum,gaba_hemibrain_n,gaba_cell_type_hemibrain_confidence_sum,octopamine_hemibrain_n,octopamine_cell_type_hemibrain_confidence_sum
SLP207,gaba,0.96,NA,NA,LHl3,BLVa2b,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3370000000000002,NA,NA,SLP207,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.74,NA,NA
SLP209,gaba,0.96,NA,NA,LHl3,BLVa2b,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.47,NA,NA,SLP209,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.755,NA,NA
LHAV3d1,glutamate,0.75,NA,NA,LHl3,BLVa2b,NA,intrinsic,NA,NA,NA,NA,2,0.871,NA,NA,NA,NA,NA,NA,NA,NA,LHAV3d1,glutamate,0.72,NA,NA,1,0.624,NA,NA,NA,NA,NA,NA,NA,NA
CB1381,gaba,0.72,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1509,gaba,0.6,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1619,gaba,0.78,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1664,gaba,0.96,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1793,gaba,0.555,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.394,NA,NA,NA,NA,1,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1797,gaba,0.96,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3519999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1927,gaba,0.96,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1943,gaba,0.3975,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.404,NA,NA,NA,NA,1,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2028,gaba,0.492,gaba,"Dolan et al., 2019",LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,NA,NA,NA,NA,2,0.919,NA,NA,NA,NA,2,1.2000000000000002,NA,NA,LHAV4b1,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,6,0.6941,NA,NA
CB2107,gaba,0.78,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2212,gaba,0.96,gaba,"Dolan et al., 2019",LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.999,NA,NA,LHAV4b2,gaba,0.6225,NA,NA,NA,NA,NA,NA,NA,NA,3,0.5785,NA,NA
CB2678,gaba,0.6129,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,3,1.309,NA,NA,NA,NA,4,2.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2729,gaba,0.555,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.395,NA,NA,NA,NA,1,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2731,gaba,0.7575,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.392,NA,NA,NA,NA,3,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2755,gaba,0.96,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2812,gaba,0.6,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2831,gaba,0.96,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.8609999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3016,gaba,0.45,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,NA,NA,NA,NA,2,0.769,NA,NA,NA,NA,2,1.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3727,gaba,0.52,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,NA,NA,1,0.48,1,0.365,NA,NA,NA,NA,2,1.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3728,gaba,0.96,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3729,gaba,0.72,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5299999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHAV4g17,gaba,0.555,gaba,"Dolan et al., 2019",LHl4_dorsal,BLD1_dorsal,NA,intrinsic,LHLN,NA,NA,NA,1,0.379,NA,NA,NA,NA,1,0.675,NA,NA,LHAV4g17,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.707,NA,NA
LHAV4g1a,gaba,0.555,gaba,"Dolan et al., 2019",LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,2,0.863,NA,NA,NA,NA,2,1.0579999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHAV4g1b,gaba,0.69,gaba,"Dolan et al., 2019",LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.378,NA,NA,NA,NA,2,1.2229999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHAV4g1c,gaba,0.48,gaba,"Dolan et al., 2019",LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHCENT13,gaba,0.807,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__2,intrinsic,LHCENT,NA,NA,NA,1,0.409,NA,NA,NA,NA,8,4.922,NA,NA,LHCENT13,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,7,0.7427,NA,NA
SLP065,gaba,0.96,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__1,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.098,NA,NA,SLP065,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,3,0.717,NA,NA
CB0279,glutamate,0.375,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0373,glutamate,0.75,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__1,intrinsic,NA,NA,NA,NA,2,1.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1217,glutamate,0.75,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,5,2.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1246,glutamate,0.5,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,NA,NA,NA,NA,4,1.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1275,glutamate,0.75,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,NA,NA,NA,NA,2,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1402,glutamate,0.25,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1483,glutamate,0.45,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,3,1.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1725,glutamate,0.565,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,NA,NA,NA,NA,3,1.471,NA,NA,NA,NA,1,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2387,glutamate,0.75,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,3,1.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2463,glutamate,0.75,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,6,2.6109999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2691,glutamate,0.75,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,2,0.7649999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2757,glutamate,0.6,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,4,1.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2770,glutamate,0.452,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,3,1.374,NA,NA,NA,NA,1,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2851,glutamate,0.5,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,2,0.9570000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2880,glutamate,0.375,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2889,glutamate,0.75,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,NA,NA,NA,NA,2,1.1789999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2906,glutamate,0.75,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,4,2.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2958,glutamate,0.375,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3051,glutamate,0.375,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,1,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3109,glutamate,0.75,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,NA,NA,NA,NA,2,1.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3733,unknown,0,NA,NA,LHl4_dorsal,BLD1_dorsal,LHl4_dorsal__0,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2183,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,5,4.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2331,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,2,1.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2494,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,5,4.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3734,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__2,intrinsic,NA,NA,2,1.8370000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC35,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__6,intrinsic,NA,NA,8,6.6850000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC35,acetylcholine,0.94,4,0.7893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHPV2h1,acetylcholine,0.98,acetylcholine,"Dolan et al., 2019",LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,2,1.6829999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LHPV2h1,acetylcholine,0.94,1,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHPV2i1a,acetylcholine,0.98,acetylcholine,"Dolan et al., 2019",LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,2,1.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LHPV2i1,acetylcholine,0.94,2,0.8514999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHPV2i1b,acetylcholine,0.98,acetylcholine,"Dolan et al., 2019",LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,2,1.8130000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LHPV2i1,acetylcholine,0.94,2,0.8514999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHPV2i2a,acetylcholine,0.98,acetylcholine,"Dolan et al., 2019",LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,2,1.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LHPV2i2,acetylcholine,0.94,2,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LHPV2i2b,acetylcholine,0.98,acetylcholine,"Dolan et al., 2019",LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,4,3.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LHPV2i2,acetylcholine,0.94,2,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT53,PLP098",acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__1,intrinsic,NA,NA,8,6.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LT53|PLP098,acetylcholine,0.94,3,0.7973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LT64,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__0,intrinsic,NA,NA,6,5.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LT64,acetylcholine,0.94,2,0.6595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LT79,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,2,1.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LT79,acetylcholine,0.94,1,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LT82a,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__5,intrinsic,NA,NA,4,2.9909999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LT82a|LT82b,acetylcholine,0.94,3,0.7984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LT82b,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__5,intrinsic,NA,NA,2,1.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LT82a|LT82b,acetylcholine,0.94,3,0.7984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LT87,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,2,1.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LT87,acetylcholine,0.94,1,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTe42a,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__4,intrinsic,NA,NA,2,1.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VES044,acetylcholine,0.94,3,0.8817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTe42b,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__4,intrinsic,NA,NA,2,1.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VES044,acetylcholine,0.94,3,0.8817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTe42c,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__4,intrinsic,NA,NA,2,1.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VES044,acetylcholine,0.94,3,0.8817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTe52,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,4,3.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP105,acetylcholine,0.94,1,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTe64,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__0,intrinsic,NA,NA,10,8.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PS105,acetylcholine,0.94,5,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP095,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,2,1.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP095,acetylcholine,0.94,2,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP096,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,2,1.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP096,acetylcholine,0.94,1,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP099,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,5,4.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP099,acetylcholine,0.94,2,0.8434999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP100,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,2,1.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP100,acetylcholine,0.94,2,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLP101,PLP102",acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__2,intrinsic,NA,NA,9,7.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP101|PLP102,acetylcholine,0.94,4,0.7283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP103a,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__2,intrinsic,NA,NA,4,3.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP103,acetylcholine,0.94,6,0.7679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP103b,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__2,intrinsic,NA,NA,6,5.188000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP103,acetylcholine,0.94,6,0.7679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP103c,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__2,intrinsic,NA,NA,2,1.7770000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP103,acetylcholine,0.94,6,0.7679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP104,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,1,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP104,acetylcholine,0.94,1,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP106,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,5,3.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP106,acetylcholine,0.94,2,0.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP108,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,7,6.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP108,acetylcholine,0.94,3,0.8033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLP109,PLP112",acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,4,3.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP109|PLP112,acetylcholine,0.94,3,0.8349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP113,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,3,2.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP113,acetylcholine,0.94,2,0.7265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP114,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,NA,intrinsic,NA,NA,2,1.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLP114,acetylcholine,0.94,2,0.8215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP115_a,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,7,6.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP115_b,acetylcholine,0.98,NA,NA,LHl4_posterior,BLD1_posterior,LHl4_posterior__3,intrinsic,NA,NA,22,19.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1219,glutamate,0.75,NA,NA,LHp1,BLP3_or_4,LHp1__0,intrinsic,LHLN,NA,NA,NA,6,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
